"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","FTP Path to Experiment","Library Name","Library Strategy","Library Source","Library Selection"
"SRX549277","GSM1395570: Single cell mRNA-seq_MGH26-2_G04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617030","","154.4","1","4307882","215394100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549277","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549276","GSM1395569: Single cell mRNA-seq_MGH26-2_G03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617029","","87.66","1","2450464","122523200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549276","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549275","GSM1395568: Single cell mRNA-seq_MGH26-2_G02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617028","","138.71","1","3876834","193841700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549275","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549274","GSM1395567: Single cell mRNA-seq_MGH26-2_G01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617027","","44.35","1","1228804","61440200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549274","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549273","GSM1395566: Single cell mRNA-seq_MGH26-2_F12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617026","","124.43","1","3466995","173349750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549273","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549272","GSM1395565: Single cell mRNA-seq_MGH26-2_F11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617025","","42.58","1","1175386","58769300","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549272","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549271","GSM1395564: Single cell mRNA-seq_MGH26-2_F10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617024","","54.61","1","1497887","74894350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549271","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549270","GSM1395563: Single cell mRNA-seq_MGH26-2_F09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617023","","116.51","1","3230071","161503550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549270","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549269","GSM1395562: Single cell mRNA-seq_MGH26-2_F08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617022","","92.61","1","2510616","125530800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549269","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549268","GSM1395561: Single cell mRNA-seq_MGH26-2_F07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617021","","86.12","1","2366865","118343250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549268","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549267","GSM1395560: Single cell mRNA-seq_MGH26-2_F06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617020","","43.59","1","1158662","57933100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549267","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549266","GSM1395559: Single cell mRNA-seq_MGH26-2_F05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617019","","22.44","1","589848","29492400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549266","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549265","GSM1395558: Single cell mRNA-seq_MGH26-2_F04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617018","","188.52","1","5260479","263023950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549265","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549264","GSM1395557: Single cell mRNA-seq_MGH26-2_F03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617017","","164.3","1","4550245","227512250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549264","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549263","GSM1395556: Single cell mRNA-seq_MGH26-2_F02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617016","","154.42","1","4285334","214266700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549263","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549262","GSM1395555: Single cell mRNA-seq_MGH26-2_F01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617014","","170","1","4720292","236014600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549262","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549261","GSM1395554: Single cell mRNA-seq_MGH26-2_E12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617015","","168.72","1","4740102","237005100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549261","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549260","GSM1395553: Single cell mRNA-seq_MGH26-2_E11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617013","","10.43","1","276442","13822100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549260","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549259","GSM1395552: Single cell mRNA-seq_MGH26-2_E10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617012","","153.93","1","4267356","213367800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549259","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549258","GSM1395551: Single cell mRNA-seq_MGH26-2_E09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617011","","11.61","1","298968","14948400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549258","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549257","GSM1395550: Single cell mRNA-seq_MGH26-2_E08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617010","","159.15","1","4410350","220517500","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549257","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549256","GSM1395549: Single cell mRNA-seq_MGH26-2_E07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617009","","137.01","1","3741311","187065550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549256","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549255","GSM1395548: Single cell mRNA-seq_MGH26-2_E06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617007","","121.39","1","3384087","169204350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549255","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549254","GSM1395547: Single cell mRNA-seq_MGH26-2_E05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617006","","107.38","1","2950268","147513400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549254","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549253","GSM1395546: Single cell mRNA-seq_MGH26-2_E04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617008","","97.51","1","2627187","131359350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549253","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549252","GSM1395545: Single cell mRNA-seq_MGH26-2_E03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617005","","93.7","1","2589567","129478350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549252","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549251","GSM1395544: Single cell mRNA-seq_MGH26-2_E02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617004","","137.03","1","3801722","190086100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549251","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549250","GSM1395543: Single cell mRNA-seq_MGH26-2_E01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617002","","150.94","1","4182915","209145750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549250","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549249","GSM1395542: Single cell mRNA-seq_MGH26-2_D12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617001","","100.26","1","2772056","138602800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549249","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549248","GSM1395541: Single cell mRNA-seq_MGH26-2_D11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617000","","15.7","1","401945","20097250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549248","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549247","GSM1395540: Single cell mRNA-seq_MGH26-2_D10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616999","","78.81","1","2137218","106860900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549247","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549246","GSM1395539: Single cell mRNA-seq_MGH26-2_D09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616998","","85.58","1","2369242","118462100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549246","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549245","GSM1395538: Single cell mRNA-seq_MGH26-2_D08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617003","","67.06","1","1830175","91508750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549245","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549244","GSM1395537: Single cell mRNA-seq_MGH26-2_D07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616997","","143.23","1","3913933","195696650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549244","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549243","GSM1395536: Single cell mRNA-seq_MGH26-2_D06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616996","","109.57","1","3010033","150501650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549243","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549242","GSM1395535: Single cell mRNA-seq_MGH26-2_D05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616994","","168.95","1","4706926","235346300","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549242","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549241","GSM1395534: Single cell mRNA-seq_MGH26-2_D04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616995","","104.95","1","2902615","145130750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549241","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549240","GSM1395533: Single cell mRNA-seq_MGH26-2_D03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616993","","113.07","1","3114124","155706200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549240","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549239","GSM1395532: Single cell mRNA-seq_MGH26-2_D02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616991","","181.08","1","4972210","248610500","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549239","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549238","GSM1395531: Single cell mRNA-seq_MGH26-2_D01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616990","","89.55","1","2475249","123762450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549238","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549237","GSM1395530: Single cell mRNA-seq_MGH26-2_C12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616989","","140.89","1","3917418","195870900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549237","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549236","GSM1395529: Single cell mRNA-seq_MGH26-2_C11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616992","","9.07","1","231289","11564450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549236","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549235","GSM1395528: Single cell mRNA-seq_MGH26-2_C10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616988","","75.13","1","2047983","102399150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549235","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549234","GSM1395527: Single cell mRNA-seq_MGH26-2_C09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616987","","13.45","1","365614","18280700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549234","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549233","GSM1395526: Single cell mRNA-seq_MGH26-2_C08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616985","","151.01","1","4177609","208880450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549233","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549232","GSM1395525: Single cell mRNA-seq_MGH26-2_C07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616984","","112.59","1","3032980","151649000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549232","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549231","GSM1395524: Single cell mRNA-seq_MGH26-2_C06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616983","","133.59","1","3712767","185638350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549231","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549230","GSM1395523: Single cell mRNA-seq_MGH26-2_C05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616986","","145.4","1","4056843","202842150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549230","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549229","GSM1395522: Single cell mRNA-seq_MGH26-2_C04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616982","","165.61","1","4617026","230851300","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549229","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549228","GSM1395521: Single cell mRNA-seq_MGH26-2_C03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616981","","136.27","1","3786872","189343600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549228","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549227","GSM1395520: Single cell mRNA-seq_MGH26-2_C02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616979","","25.19","1","670553","33527650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549227","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549226","GSM1395519: Single cell mRNA-seq_MGH26-2_C01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616980","","95.84","1","2633756","131687800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549226","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549225","GSM1395518: Single cell mRNA-seq_MGH26-2_B12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616978","","103.55","1","2858534","142926700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549225","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549224","GSM1395517: Single cell mRNA-seq_MGH26-2_B11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616976","","5.56","1","145115","7255750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549224","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549223","GSM1395516: Single cell mRNA-seq_MGH26-2_B10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616975","","37.08","1","986359","49317950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549223","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549222","GSM1395515: Single cell mRNA-seq_MGH26-2_B09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616977","","29.16","1","762288","38114400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549222","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549221","GSM1395514: Single cell mRNA-seq_MGH26-2_B08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616974","","29.04","1","742229","37111450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549221","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549220","GSM1395513: Single cell mRNA-seq_MGH26-2_B07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616973","","166.7","1","4573822","228691100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549220","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549219","GSM1395512: Single cell mRNA-seq_MGH26-2_B06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616972","","127.83","1","3572120","178606000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549219","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549218","GSM1395511: Single cell mRNA-seq_MGH26-2_B05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616971","","181.65","1","5094779","254738950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549218","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549217","GSM1395510: Single cell mRNA-seq_MGH26-2_B04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616970","","195.09","1","5442464","272123200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549217","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549216","GSM1395509: Single cell mRNA-seq_MGH26-2_B03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616969","","99.96","1","2770980","138549000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549216","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
